"REF_DATE","GEO","DGUID","Labour productivity and related measures","Industry","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","29.3","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","30.9","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","47.0","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","57.3","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","57.3","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","64.9","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Greenhouse, nursery and floriculture production [BS1114]","Chained (2017) dollars per hour","446","units","0","v111384118","1.7.7","60.5","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","36.5","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","41.1","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","60.3","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","71.5","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","65.0","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","46.7","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","56.6","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","69.1","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","79.1","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","70.8","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","45.2","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","53.4","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","52.1","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","46.2","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","58.6","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","54.4","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","67.3","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","82.6","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","85.9","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","89.9","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","96.6","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","98.0","","","","1"
"2019","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","90.0","","","","1"
"2020","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","91.5","","","","1"
"2021","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","77.6","","","","1"
"2022","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","97.2","","","","1"
"2023","Canada","2016A000011124","Labour productivity","Crop production (except greenhouse, nursery and floriculture production) [BS111A]","Chained (2017) dollars per hour","446","units","0","v111384119","1.7.8","92.0","","","","1"
"1997","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","12.3","","","","1"
"1998","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","12.4","","","","1"
"1999","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","11.9","","","","1"
"2000","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","12.6","","","","1"
"2001","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","15.1","","","","1"
"2002","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","17.5","","","","1"
"2003","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","16.1","","","","1"
"2004","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","16.0","","","","1"
"2005","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","15.0","","","","1"
"2006","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","15.7","","","","1"
"2007","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","17.0","","","","1"
"2008","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","17.9","","","","1"
"2009","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","19.2","","","","1"
"2010","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","23.2","","","","1"
"2011","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","18.9","","","","1"
"2012","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","20.3","","","","1"
"2013","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","18.9","","","","1"
"2014","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","19.6","","","","1"
"2015","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","21.1","","","","1"
"2016","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","21.7","","","","1"
"2017","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","21.8","","","","1"
"2018","Canada","2016A000011124","Labour productivity","Animal production [BS112]","Chained (2017) dollars per hour","446","units","0","v111384120","1.7.9","23.7","","","","1"
